order_id,customer_id,product_id,quantity,total_amount,order_date
377,156,306,4,26.16,2023-01-16 16:00:00
378,47,7,5,955.42,2023-01-16 17:00:00
379,819,85,3,1337.47,2023-01-16 18:00:00
380,861,49,3,1226.55,2023-01-16 19:00:00
381,480,59,5,1378.02,2023-01-16 20:00:00
382,659,39,9,1126.56,2023-01-16 21:00:00
383,632,476,6,1893.69,2023-01-16 22:00:00
384,305,297,4,1283.43,2023-01-16 23:00:00
385,191,291,4,470.59,2023-01-17 00:00:00
386,419,196,1,671.97,2023-01-17 01:00:00
387,643,177,1,1126.19,2023-01-17 02:00:00
388,286,451,3,77.8,2023-01-17 03:00:00
389,639,272,9,595.05,2023-01-17 04:00:00
390,999,147,1,1382.3,2023-01-17 05:00:00
391,778,449,8,371.15,2023-01-17 06:00:00
392,376,391,2,768.98,2023-01-17 07:00:00
393,769,6,1,380.78,2023-01-17 08:00:00
394,81,489,4,538.42,2023-01-17 09:00:00
395,141,249,4,724.63,2023-01-17 10:00:00
396,281,486,1,1554.74,2023-01-17 11:00:00
397,796,346,4,314.82,2023-01-17 12:00:00
398,352,200,9,745.8,2023-01-17 13:00:00
399,289,40,2,1441.89,2023-01-17 14:00:00
400,116,359,3,1003.6,2023-01-17 15:00:00
401,160,72,5,462.25,2023-01-17 16:00:00
402,670,12,3,39.85,2023-01-17 17:00:00
403,345,317,1,228.89,2023-01-17 18:00:00
404,831,436,3,870.04,2023-01-17 19:00:00
405,551,119,6,303.08,2023-01-17 20:00:00
406,160,181,2,815.06,2023-01-17 21:00:00
407,170,427,2,1682.07,2023-01-17 22:00:00
408,752,396,9,612.92,2023-01-17 23:00:00
409,837,340,2,1371.4,2023-01-18 00:00:00
410,723,39,6,1252.86,2023-01-18 01:00:00
411,863,331,4,1074.9,2023-01-18 02:00:00
412,896,63,7,223.06,2023-01-18 03:00:00
413,38,291,3,1120.58,2023-01-18 04:00:00
414,306,77,9,769.43,2023-01-18 05:00:00
415,538,35,4,550.37,2023-01-18 06:00:00
416,280,427,2,111.88,2023-01-18 07:00:00
417,134,1,7,1736.13,2023-01-18 08:00:00
418,657,281,6,937.5,2023-01-18 09:00:00
419,389,196,3,226.48,2023-01-18 10:00:00
420,993,103,2,1203.01,2023-01-18 11:00:00
421,873,404,4,167.52,2023-01-18 12:00:00
422,56,82,8,328.28,2023-01-18 13:00:00
423,239,4,1,495.75,2023-01-18 14:00:00
424,569,184,1,1709.77,2023-01-18 15:00:00
425,463,412,6,1056.18,2023-01-18 16:00:00
426,311,286,6,1627.29,2023-01-18 17:00:00
427,617,451,3,1656.87,2023-01-18 18:00:00
428,411,228,9,1929.42,2023-01-18 19:00:00
429,594,52,6,103.36,2023-01-18 20:00:00
430,193,34,1,1653.01,2023-01-18 21:00:00
431,187,111,5,1619.94,2023-01-18 22:00:00
432,785,76,4,252.34,2023-01-18 23:00:00
433,381,325,4,1694.11,2023-01-19 00:00:00
434,340,279,5,1687.77,2023-01-19 01:00:00
435,204,303,9,400.9,2023-01-19 02:00:00
436,894,263,2,1218.53,2023-01-19 03:00:00
437,664,451,5,60.4,2023-01-19 04:00:00
438,631,333,6,423.23,2023-01-19 05:00:00
439,440,13,7,1734.67,2023-01-19 06:00:00
440,302,338,2,1866.14,2023-01-19 07:00:00
441,781,361,4,648.35,2023-01-19 08:00:00
442,52,449,6,697.72,2023-01-19 09:00:00
443,606,444,1,1406.69,2023-01-19 10:00:00
444,350,311,7,1389.83,2023-01-19 11:00:00
445,332,468,1,1805.53,2023-01-19 12:00:00
446,687,327,9,845.77,2023-01-19 13:00:00
447,358,257,9,654.95,2023-01-19 14:00:00
448,396,411,7,1154.94,2023-01-19 15:00:00
449,744,185,3,1644.5,2023-01-19 16:00:00
450,953,413,5,1100.2,2023-01-19 17:00:00
451,458,62,3,1342.71,2023-01-19 18:00:00
452,273,222,8,411.52,2023-01-19 19:00:00
453,11,170,8,89.58,2023-01-19 20:00:00
454,640,33,4,1244.6,2023-01-19 21:00:00
455,1000,426,6,389.72,2023-01-19 22:00:00
456,518,145,2,15.49,2023-01-19 23:00:00
457,226,72,5,158.28,2023-01-20 00:00:00
458,905,342,7,848.85,2023-01-20 01:00:00
459,489,318,2,88.08,2023-01-20 02:00:00
460,295,251,5,324.86,2023-01-20 03:00:00
461,376,50,6,212.33,2023-01-20 04:00:00
462,694,104,4,1992.26,2023-01-20 05:00:00
463,225,20,2,1675.37,2023-01-20 06:00:00
464,994,331,8,1659.98,2023-01-20 07:00:00
465,31,233,7,1938.75,2023-01-20 08:00:00
466,558,244,5,989.28,2023-01-20 09:00:00
467,335,195,8,1499.01,2023-01-20 10:00:00
468,320,372,3,608.03,2023-01-20 11:00:00
469,826,360,3,110.82,2023-01-20 12:00:00
470,295,352,2,1742.06,2023-01-20 13:00:00
471,465,323,3,1678.92,2023-01-20 14:00:00
472,521,416,6,1409.18,2023-01-20 15:00:00
473,868,429,4,728.98,2023-01-20 16:00:00
474,921,485,1,634.37,2023-01-20 17:00:00
475,210,56,5,1230.64,2023-01-20 18:00:00
476,72,431,4,1216.61,2023-01-20 19:00:00
477,877,38,3,1105.41,2023-01-20 20:00:00
478,345,69,5,434.09,2023-01-20 21:00:00
479,756,108,1,221.42,2023-01-20 22:00:00
480,333,305,5,894.72,2023-01-20 23:00:00
481,488,426,5,1182.12,2023-01-21 00:00:00
482,600,308,9,1528.63,2023-01-21 01:00:00
483,938,163,8,767.59,2023-01-21 02:00:00
484,433,239,2,1371.78,2023-01-21 03:00:00
485,897,269,7,1793.67,2023-01-21 04:00:00
486,431,275,5,725.82,2023-01-21 05:00:00
487,43,37,6,938.4,2023-01-21 06:00:00
488,192,253,9,1389.67,2023-01-21 07:00:00
489,931,237,3,1302.61,2023-01-21 08:00:00
490,663,80,3,910.46,2023-01-21 09:00:00
491,756,359,8,1470.39,2023-01-21 10:00:00
492,139,231,3,149.15,2023-01-21 11:00:00
493,548,135,4,55.56,2023-01-21 12:00:00
494,182,393,6,728.67,2023-01-21 13:00:00
495,129,184,8,189.81,2023-01-21 14:00:00
496,96,431,1,1288.84,2023-01-21 15:00:00
497,533,93,1,227.79,2023-01-21 16:00:00
498,462,48,3,1666.06,2023-01-21 17:00:00
499,591,321,8,786.08,2023-01-21 18:00:00
500,572,354,6,1122.97,2023-01-21 19:00:00
501,756,436,4,1097.88,2023-01-21 20:00:00
502,146,261,1,1852.64,2023-01-21 21:00:00
503,251,457,4,764.52,2023-01-21 22:00:00
504,807,8,6,239.59,2023-01-21 23:00:00
505,481,132,8,125.89,2023-01-22 00:00:00
506,594,44,4,377.56,2023-01-22 01:00:00
507,575,224,8,1624.66,2023-01-22 02:00:00
508,52,47,1,375.73,2023-01-22 03:00:00
509,157,93,4,1614.26,2023-01-22 04:00:00
510,922,75,8,1804.3,2023-01-22 05:00:00
511,666,433,6,1341.29,2023-01-22 06:00:00
512,344,453,7,791.33,2023-01-22 07:00:00
513,332,449,7,382.31,2023-01-22 08:00:00
514,201,260,6,753.28,2023-01-22 09:00:00
515,431,138,7,468.99,2023-01-22 10:00:00
516,777,171,5,185.81,2023-01-22 11:00:00
517,124,78,6,389.4,2023-01-22 12:00:00
518,162,262,1,1991.22,2023-01-22 13:00:00
519,753,348,3,1680.74,2023-01-22 14:00:00
520,205,439,3,1131.92,2023-01-22 15:00:00
521,674,294,8,336.17,2023-01-22 16:00:00
522,469,323,7,753.91,2023-01-22 17:00:00
523,548,366,2,138.35,2023-01-22 18:00:00
524,606,368,4,1026.34,2023-01-22 19:00:00
525,762,332,2,208.65,2023-01-22 20:00:00
526,950,295,1,1449.84,2023-01-22 21:00:00
527,530,489,7,1418.28,2023-01-22 22:00:00
528,840,405,1,258.27,2023-01-22 23:00:00
529,380,271,1,1841.65,2023-01-23 00:00:00
530,697,150,5,1826.33,2023-01-23 01:00:00
531,984,345,5,292.06,2023-01-23 02:00:00
532,926,53,6,14.31,2023-01-23 03:00:00
533,215,342,7,1843.98,2023-01-23 04:00:00
534,693,411,9,731.85,2023-01-23 05:00:00
535,134,199,3,1362.0,2023-01-23 06:00:00
536,549,181,2,75.51,2023-01-23 07:00:00
537,318,176,8,1614.28,2023-01-23 08:00:00
538,485,443,7,1198.31,2023-01-23 09:00:00
539,57,31,5,831.43,2023-01-23 10:00:00
540,951,317,9,1220.65,2023-01-23 11:00:00
541,373,118,7,1318.71,2023-01-23 12:00:00
542,172,310,5,1268.94,2023-01-23 13:00:00
543,168,61,7,1377.39,2023-01-23 14:00:00
544,978,257,3,334.87,2023-01-23 15:00:00
545,919,177,2,1072.0,2023-01-23 16:00:00
546,190,77,4,1354.51,2023-01-23 17:00:00
547,722,96,9,1500.93,2023-01-23 18:00:00
